short_code,network_id,riv_mi,c2vsim_gw,c2vsim_sw,nrest_gage,strm_code,rm_ii,model_source_id,source_id,network_version_id,is_active
12_NU1,63,0.0, , , , ,0.0,1,4,12,True
12_NU2,64,0.0, , , , ,0.0,1,4,12,True
12_SA,65,0.0, , , , ,0.0,1,4,12,True
13_NA,66,0.0, , , , ,0.0,1,4,12,True
13_NU1,67,0.0, , , , ,0.0,1,4,12,True
13_NU2,68,0.0, , , , ,0.0,1,4,12,True
14_NA,69,0.0, , , , ,0.0,1,4,12,True
14_NU,70,0.0, , , , ,0.0,1,4,12,True
15N_NA1,71,0.0, , , , ,0.0,1,4,12,True
15N_NA2,72,0.0, , , , ,0.0,1,4,12,True
15N_NU,73,0.0, , , , ,0.0,1,4,12,True
15N_SA,74,0.0, , , , ,0.0,1,4,12,True
15S_NA1,75,0.0, , , , ,0.0,1,4,12,True
15S_NA2,76,0.0, , , , ,0.0,1,4,12,True
15S_NU,77,0.0, , , , ,0.0,1,4,12,True
15S_SA,78,0.0, , , , ,0.0,1,4,12,True
16_NA1,79,0.0, , , , ,0.0,1,4,12,True
16_NA2,80,0.0, , , , ,0.0,1,4,12,True
16_NU,81,0.0, , , , ,0.0,1,4,12,True
16_PA,82,0.0, , , , ,0.0,1,4,12,True
16_PU,83,0.0, , , , ,0.0,1,4,12,True
16_SA,84,0.0, , , , ,0.0,1,4,12,True
17N_NA,85,0.0, , , , ,0.0,1,4,12,True
17N_NR,86,0.0, , , , ,0.0,1,4,12,True
17N_NU,87,0.0, , , , ,0.0,1,4,12,True
17N_PR,88,0.0, , , , ,0.0,1,4,12,True
17S_NA,89,0.0, , , , ,0.0,1,4,12,True
17S_NU,90,0.0, , , , ,0.0,1,4,12,True
17S_PR,91,0.0, , , , ,0.0,1,4,12,True
17S_SA,92,0.0, , , , ,0.0,1,4,12,True
18_NA,93,0.0, , , , ,0.0,1,4,12,True
18_NU,94,0.0, , , , ,0.0,1,4,12,True
18_SA,95,0.0, , , , ,0.0,1,4,12,True
19_NU,96,0.0, , , , ,0.0,1,4,12,True
19_SA,97,0.0, , , , ,0.0,1,4,12,True
20_NA1,98,0.0, , , , ,0.0,1,4,12,True
20_NA2,99,0.0, , , , ,0.0,1,4,12,True
20_NU1,100,0.0, , , , ,0.0,1,4,12,True
20_NU2,101,0.0, , , , ,0.0,1,4,12,True
20_PA,102,0.0, , , , ,0.0,1,4,12,True
21_NA,103,0.0, , , , ,0.0,1,4,12,True
21_NU,104,0.0, , , , ,0.0,1,4,12,True
21_PA,105,0.0, , , , ,0.0,1,4,12,True
21_PU,106,0.0, , , , ,0.0,1,4,12,True
21_SA,107,0.0, , , , ,0.0,1,4,12,True
22_NA,108,0.0, , , , ,0.0,1,4,12,True
22_NU,109,0.0, , , , ,0.0,1,4,12,True
22_SA1,110,0.0, , , , ,0.0,1,4,12,True
22_SA2,111,0.0, , , , ,0.0,1,4,12,True
23_NA,112,0.0, , , , ,0.0,1,4,12,True
23_NU,113,0.0, , , , ,0.0,1,4,12,True
24_NA1,114,0.0, , , , ,0.0,1,4,12,True
24_NA2,115,0.0, , , , ,0.0,1,4,12,True
24_NA3,116,0.0, , , , ,0.0,1,4,12,True
24_NU1,117,0.0, , , , ,0.0,1,4,12,True
24_NU2,118,0.0, , , , ,0.0,1,4,12,True
24_NU3,119,0.0, , , , ,0.0,1,4,12,True
24_NU4,120,0.0, , , , ,0.0,1,4,12,True
25_NA,121,0.0, , , , ,0.0,1,4,12,True
25_NU,122,0.0, , , , ,0.0,1,4,12,True
25_PA1,123,0.0, , , , ,0.0,1,4,12,True
25_PA2,124,0.0, , , , ,0.0,1,4,12,True
25_PU,125,0.0, , , , ,0.0,1,4,12,True
26N_NA,126,0.0, , , , ,0.0,1,4,12,True
26N_NU1,127,0.0, , , , ,0.0,1,4,12,True
26N_NU2,128,0.0, , , , ,0.0,1,4,12,True
26N_NU3,129,0.0, , , , ,0.0,1,4,12,True
26N_NU4,130,0.0, , , , ,0.0,1,4,12,True
26N_NU5,131,0.0, , , , ,0.0,1,4,12,True
26N_PU1,132,0.0, , , , ,0.0,1,4,12,True
26N_PU2,133,0.0, , , , ,0.0,1,4,12,True
26N_PU3,134,0.0, , , , ,0.0,1,4,12,True
26S_NA,136,0.0, , , , ,0.0,1,4,12,True
26S_NU1,137,0.0, , , , ,0.0,1,4,12,True
26S_NU2,138,0.0, , , , ,0.0,1,4,12,True
26S_NU3,139,0.0, , , , ,0.0,1,4,12,True
26S_NU4,140,0.0, , , , ,0.0,1,4,12,True
26S_PU1,141,0.0, , , , ,0.0,1,4,12,True
26S_PU2,142,0.0, , , , ,0.0,1,4,12,True
26S_PU3,143,0.0, , , , ,0.0,1,4,12,True
26S_PU4,144,0.0, , , , ,0.0,1,4,12,True
26S_PU5,145,0.0, , , , ,0.0,1,4,12,True
26S_PU6,146,0.0, , , , ,0.0,1,4,12,True
50_PA1,148,0.0, , , , ,0.0,1,4,12,True
50_PA2,149,0.0,,,,,0.0,1,4,12,True
50_PU,150,0.0,,,,,0.0,1,4,12,True
60N_NA1,151,0.0,,,,,0.0,1,4,12,True
60N_NA2,152,0.0, , , , ,0.0,1,4,12,True
60N_NA3,153,0.0, , , , ,0.0,1,4,12,True
60N_NA4,154,0.0, , , , ,0.0,1,4,12,True
60N_NA5,155,0.0,,,,,0.0,1,4,12,True
60N_NU1,156,0.0, , , , ,0.0,1,4,12,True
60N_NU2,157,0.0,,,,,0.0,1,4,12,True
60N_PU,158,0.0, , , , ,0.0,1,4,12,True
60S_NA1,159,0.0,,,,,0.0,1,4,12,True
60S_NA2,160,0.0,,,,,0.0,1,4,12,True
60S_NU1,161,0.0,,,,,0.0,1,4,12,True
60S_NU2,162,0.0,,,,,0.0,1,4,12,True
60S_PA1,163,0.0,,,,,0.0,1,4,12,True
60S_PA2,164,0.0,,,,,0.0,1,4,12,True
61_NA1,165,0.0,,,,,0.0,1,4,12,True
61_NA2,166,0.0,,,,,0.0,1,4,12,True
61_NA3,167,0.0,,,,,0.0,1,4,12,True
61_NA4,168,0.0,,,,,0.0,1,4,12,True
61_NA5,169,0.0,,,,,0.0,1,4,12,True
61_NA6,170,0.0,,,,,0.0,1,4,12,True
61_NU1,171,0.0,,,,,0.0,1,4,12,True
61_NU2,172,0.0,,,,,0.0,1,4,12,True
61_NU3,173,0.0,,,,,0.0,1,4,12,True
61_PA1,174,0.0,,,,,0.0,1,4,12,True
61_PA2,175,0.0,,,,,0.0,1,4,12,True
61_PA3,176,0.0,,,,,0.0,1,4,12,True
62_NA1,177,0.0,,,,,0.0,1,4,12,True
62_NA2,178,0.0,,,,,0.0,1,4,12,True
62_NA3,179,0.0,,,,,0.0,1,4,12,True
62_NA4,180,0.0,,,,,0.0,1,4,12,True
62_NA5,181,0.0,,,,,0.0,1,4,12,True
62_NA6,182,0.0,,,,,0.0,1,4,12,True
62_NU,183,0.0,,,,,0.0,1,4,12,True
63_NA1,184,0.0,,,,,0.0,1,4,12,True
63_NA2,185,0.0,,,,,0.0,1,4,12,True
63_NA3,186,0.0,,,,,0.0,1,4,12,True
63_NA4,187,0.0,,,,,0.0,1,4,12,True
63_NU,189,0.0,,,,,0.0,1,4,12,True
63_PR1,190,0.0,,,,,0.0,1,4,12,True
63_PR2,191,0.0,,,,,0.0,1,4,12,True
63_PR3,192,0.0,,,,,0.0,1,4,12,True
64_NA1,193,0.0,,,,,0.0,1,4,12,True
64_NA2,194,0.0,,,,,0.0,1,4,12,True
64_NU,195,0.0,,,,,0.0,1,4,12,True
64_PA1,196,0.0,,,,,0.0,1,4,12,True
64_PA2,197,0.0,,,,,0.0,1,4,12,True
64_PA3,198,0.0,,,,,0.0,1,4,12,True
64_XA,199,0.0,,,,,0.0,1,4,12,True
71_NA1,200,0.0,,,,,0.0,1,4,12,True
71_NA2,201,0.0,,,,,0.0,1,4,12,True
71_NA3,202,0.0,,,,,0.0,1,4,12,True
71_NU,203,0.0,,,,,0.0,1,4,12,True
71_PA1,204,0.0,,,,,0.0,1,4,12,True
71_PA2,205,0.0,,,,,0.0,1,4,12,True
71_PA3,206,0.0,,,,,0.0,1,4,12,True
71_PA4,207,0.0,,,,,0.0,1,4,12,True
71_PA5,208,0.0,,,,,0.0,1,4,12,True
71_PA6,209,0.0,,,,,0.0,1,4,12,True
71_PA7,210,0.0,,,,,0.0,1,4,12,True
71_PA8,211,0.0,,,,,0.0,1,4,12,True
71_PU1,212,0.0,,,,,0.0,1,4,12,True
71_PU2,213,0.0,,,,,0.0,1,4,12,True
72_NA1,214,0.0,,,,,0.0,1,4,12,True
72_NA2,215,0.0,,,,,0.0,1,4,12,True
72_NU,216,0.0,,,,,0.0,1,4,12,True
72_PA,217,0.0,,,,,0.0,1,4,12,True
72_PR1,218,0.0,,,,,0.0,1,4,12,True
72_PR2,219,0.0,,,,,0.0,1,4,12,True
72_PR3,220,0.0,,,,,0.0,1,4,12,True
72_PR4,221,0.0,,,,,0.0,1,4,12,True
72_PR5,222,0.0,,,,,0.0,1,4,12,True
72_PR6,223,0.0,,,,,0.0,1,4,12,True
72_PU,224,0.0,,,,,0.0,1,4,12,True
72_XA1,225,0.0,,,,,0.0,1,4,12,True
72_XA2,227,0.0,,,,,0.0,1,4,12,True
72_XA3,228,0.0,,,,,0.0,1,4,12,True
73_NA,229,0.0,,,,,0.0,1,4,12,True
73_NU,230,0.0,,,,,0.0,1,4,12,True
73_PA1,231,0.0,,,,,0.0,1,4,12,True
73_PA2,232,0.0,,,,,0.0,1,4,12,True
73_PA3,233,0.0,,,,,0.0,1,4,12,True
73_XA,234,0.0,,,,,0.0,1,4,12,True
90_NA,235,0.0,,,,,0.0,1,4,12,True
90_PA1,236,0.0,,,,,0.0,1,4,12,True
90_PA2,237,0.0,,,,,0.0,1,4,12,True
90_PU,238,0.0,,,,,0.0,1,4,12,True
91_PA,239,0.0,,,,,0.0,1,4,12,True
91_PR,240,0.0,,,,,0.0,1,4,12,True
ABN000,242,0.0, , , ,ABN,0.0,1,4,12,True
ABN006,243,6.49, , , ,ABN,6.0,1,4,12,True
ABN010,244,10.38, , , ,ABN,10.0,1,4,12,True
ABN014,245,14.0, , ,NID Lincoln Gage,ABN,14.0,1,4,12,True
ABN024,246,23.5, , , ,ABN,24.0,1,4,12,True
ABN026,247,25.95, , , ,ABN,26.0,1,4,12,True
ABN027,248,27.0, , , ,ABN,27.0,1,4,12,True
ABT002,249,2.23, , , ,ABT,2.0,1,4,12,True
ACP001,250,0.86,,,11439950,ACP,1.0,1,4,12,True
ALD001,251,0.89,,,,ALD,1.0,1,4,12,True
ALD002,252,1.1,,,,ALD,2.0,1,4,12,True
ALD004,253,3.85,,,,ALD,4.0,1,4,12,True
ALMNR,254,70.4399999999999,,,11399000,NFF,0.0,1,4,12,True
ALOHA,255,1.459,,,11434900,PYR,0.0,1,4,12,True
ALPNE,256,,,,,,,1,4,12,True
AMADR,257,8.58,,,,,0.0,1,4,12,True
AMCYN,259,0.0, , , , ,0.0,1,4,12,True
AMDOR,260,0.0,,,,,0.0,1,4,12,True
AMR004,261,4.0,374,379, ,AMR,4.0,1,4,12,True
AMR006,262,6.51, , ,11447000,AMR,6.0,1,4,12,True
AMR007,263,7.27, , , ,AMR,7.0,1,4,12,True
AMR009,264,9.0,375,378,11446980,AMR,9.0,1,4,12,True
AMR015,265,15.0,380,377, ,AMR,15.0,1,4,12,True
AMR017,266,16.58, , , ,AMR,17.0,1,4,12,True
AMR020,267,20.0,384,376, ,AMR,20.0,1,4,12,True
AMR022,268,22.07, , ,11446500,AMR,22.0,1,4,12,True
ANG014,271,14.3,,,11298700,ANG,14.0,1,4,12,True
ANG015,272,14.6,,,,ANG,15.0,1,4,12,True
ANG017,273,17.44,,,11298650,ANG,17.0,1,4,12,True
ANT010,275,10.0,073,233,11379000,ANT,10.0,1,4,12,True
ANT011,276,11.4, , ,11379000,ANT,11.0,1,4,12,True
ANTLP,277,39.82,,,,,0.0,1,4,12,True
ANTOC,278,0.0, , , , ,0.0,1,4,12,True
ARY010,279,10.0,,,,ARY,10.0,1,4,12,True
ASL013,280,12.84,,,,ASL,13.0,1,4,12,True
AWWWTP,281,0.0,,,,,0.0,1,4,12,True
BANOS,300,27.96,,,,,0.0,1,4,12,True
BCC004,303,4.0,130,271, ,BCC,4.0,1,4,12,True
BCC006,304,6.0,131,270,11384200,BCC,6.0,1,4,12,True
BCC012,305,12.0,132,269,11384004 / DWR A0-4250 (BIC),BCC,12.0,1,4,12,True
BCC014,306,13.71, , ,11384000,BCC,14.0,1,4,12,True
BCK006,307,6.0,,,,BCK,6.0,1,4,12,True
BCK010,308,10.0,736,110,,BCK,10.0,1,4,12,True
BCK017,309,17.0,737,109,,BCK,17.0,1,4,12,True
BCK024,310,24.0,738,108,11260290,BCK,24.0,1,4,12,True
BCK031,312,31.0,739,107,,BCK,31.0,1,4,12,True
BCK033,313,33.3999999999999,,,,BCK,33.0,1,4,12,True
BCK035,314,35.0,740,106,,BCK,35.0,1,4,12,True
BCK040,315,40.1599999999999,741,105,,BCK,40.0,1,4,12,True
BCM003,316,2.68,,,,BCM,3.0,1,4,12,True
BCN005,317,5.0, , , ,BCN,5.0,1,4,12,True
BCN010,318,10.0, , ,11374100,BCN,10.0,1,4,12,True
BCT000,320,0.0,,,,BCT,0.0,1,4,12,True
BEARD,322,17.8099999999999,,,,,0.0,1,4,12,True
BEC000,323,0.11, , ,11422000,BEC,0.0,1,4,12,True
BEC021,324,21.39, , , ,BEC,21.0,1,4,12,True
BEC022,325,22.36, , , ,BEC,22.0,1,4,12,True
BEC024,326,23.75, , ,11425310,BEC,24.0,1,4,12,True
BGC002,328,1.57,,,,BGC,2.0,1,4,12,True
BGD000,336,0.0, , , ,BGD,0.0,1,4,12,True
BKR004,337,3.68, , , ,BKR,4.0,1,4,12,True
BLKBT,338,26.0, , , , ,0.0,1,4,12,True
BLT000,340,0.0,,,11428300,BLT,0.0,1,4,12,True
BLUMD,341,0.0,,,,,0.0,1,4,12,True
BNCIA,342,0.0, , , , ,0.0,1,4,12,True
BOWMN,345,10.5,,,,CCS,11.0,1,4,12,True
BRC002,354,1.62, , ,11451720,BRC,2.0,1,4,12,True
BRC003,355,3.0, , ,11451715,BRC,3.0,1,4,12,True
BRR004,356,4.0,331,360, ,BRR,4.0,1,4,12,True
BRR011,357,11.49,332,359,11424000 / DWR (BRW),BRR,11.0,1,4,12,True
BRR017,358,16.88,333,358,11423800,BRR,17.0,1,4,12,True
BRR023,359,23.22, , , ,BRR,23.0,1,4,12,True
BRR028,360,28.0, , , ,BRR,28.0,1,4,12,True
BRR031,361,31.13, , , ,BRR,31.0,1,4,12,True
BRR049,362,49.47, , ,11422500,BRR,49.0,1,4,12,True
BRR050,363,49.83, , , ,BRR,50.0,1,4,12,True
BRR060,364,60.36, , ,11421790 / 11421780,BRR,60.0,1,4,12,True
BRR061,365,60.91, , , ,BRR,61.0,1,4,12,True
BRR066,366,65.91, , ,11421770 / 11421750 / 11421760,BRR,66.0,1,4,12,True
BRR067,367,66.41, , , ,BRR,67.0,1,4,12,True
BRR072,368,71.65, , , ,BRR,72.0,1,4,12,True
BRR073,369,72.91, , ,11421710,BRR,73.0,1,4,12,True
BRR074,370,73.88, , , ,BRR,74.0,1,4,12,True
BRS018,371,18.14,,,,BRS,18.0,1,4,12,True
BRV002,373,1.51,,,,BRV,2.0,1,4,12,True
BRV003,374,1.6,,,11316000,BRV,3.0,1,4,12,True
BRV005,375,5.43,,,11315900,BRV,5.0,1,4,12,True
BRYSA,376,31.05, , , , ,31.0,1,4,12,True
BSC000,377,0.581,,,11416000,BSC,0.0,1,4,12,True
BSC005,378,5.31,,,,BSC,5.0,1,4,12,True
BSC009,379,10.541,,,11416100,BSC,9.0,1,4,12,True
BSC010,380,10.67,,,,BSC,10.0,1,4,12,True
BSC011,381,11.0299999999999,,,11416200,BSC,11.0,1,4,12,True
BSH002,382,2.469,,,,BSH,2.0,1,4,12,True
BSH003,383,2.536,,,1142690,BSH,3.0,1,4,12,True
BSL000,384,0.0, , ,11390385,BSL,0.0,1,4,12,True
BSL001,385,0.61,263,292, ,BSL,1.0,1,4,12,True
BSL004,386,3.8, , ,11390395 / DWR A0-2972,BSL,4.0,1,4,12,True
BTC003,388,3.39,255,291, ,BTC,3.0,1,4,12,True
BTC007,389,7.27,242,290, ,BTC,7.0,1,4,12,True
BTC012,390,12.31, , , ,BTC,12.0,1,4,12,True
BTC015,391,14.57,223,289,DWR  A0-4150,BTC,15.0,1,4,12,True
BTC016,392,15.7, , , ,BTC,16.0,1,4,12,True
BTC017,393,16.73, , ,DWR A0-4150,BTC,17.0,1,4,12,True
BTC018,394,18.0,204,288, ,BTC,18.0,1,4,12,True
BTC024,395,24.0,188,287, ,BTC,24.0,1,4,12,True
BTC029,396,29.0,173,286, ,BTC,29.0,1,4,12,True
BTC032,397,31.58,157,285,DWR A0-4158,BTC,32.0,1,4,12,True
BTC036,398,36.12,147,285, ,BTC,36.0,1,4,12,True
BTC041,399,41.0, , ,11390010 / DWR A0-4265,BTC,41.0,1,4,12,True
BTC043,400,42.92,143,283, ,BTC,43.0,1,4,12,True
BTC045,401,44.57, , , ,BTC,45.0,1,4,12,True
BTC048,402,47.61, , ,11390000,BTC,48.0,1,4,12,True
BTC060,403,60.23, , ,11389750,BTC,0.0,1,4,12,True
BTL006,404,5.758,038,220,11376550,BTL,6.0,1,4,12,True
BTN007,405,7.0,,,,,7.0,1,4,12,True
BTT007,406,6.94,,,,BTT,7.0,1,4,12,True
BTVLY,407,2.05,,,,,0.0,1,4,12,True
BUCKS,408,7.28,,,11403510,BUCK,7.0,1,4,12,True
BUK007,409,7.0,,,,,7.0,1,4,12,True
BUR005,410,4.58,,,,BUR,5.0,1,4,12,True
BVC007,411,6.93,,,11295220,BVC,7.0,1,4,12,True
BVD000,412,0.0,,,11295210,,0.0,1,4,12,True
BVT003,415,3.12,,,11400600,BTV,3.0,1,4,12,True
CAA000,539,0.0, , , ,CAA,0.0,1,4,12,True
CAA002,540,1.81, , , ,CAA,0.0,1,4,12,True
CAA003,541,3.07, , , ,CAA,0.0,1,4,12,True
CAA005,542,4.59,,,,CAA,5.0,1,4,12,True
CAA006,543,5.98,,,,CAA,6.0,1,4,12,True
CAA009,544,9.0,,,,CAA,9.0,1,4,12,True
CAA012,545,12.05,,,,CAA,12.0,1,4,12,True
CAA024,546,24.0,,,,CAA,24.0,1,4,12,True
CAA046,547,46.0399999999999,,,,CAA,46.0,1,4,12,True
CAA051,548,51.34,,,,CAA,51.0,1,4,12,True
CAA066,549,66.0,,,,CAA,66.0,1,4,12,True
CAA067,550,66.7999999999999,,,,CAA,67.0,1,4,12,True
CAA069,551,69.0,,,11263000,CAA,69.0,1,4,12,True
CAA071,552,71.26,,,,CAA,71.0,1,4,12,True
CAA087,553,87.12,"764, 780, 793",,,CAA,87.0,1,4,12,True
CAA095,554,95.4899999999999,,,,CAA,95.0,1,4,12,True
CAA109,555,108.939999999999,,,,CAA,109.0,1,4,12,True
CAA143,556,143.599999999999,,,,CAA,143.0,1,4,12,True
CAA155,557,156.11,,,,CAA,155.0,1,4,12,True
CAA156,558,156.0,,,,CAA,156.0,1,4,12,True
CAA165,559,165.0,,,,CAA,165.0,1,4,12,True
CAA172,560,172.86,,,,CAA,172.0,1,4,12,True
CACWD,583,0.0,,,,,0.0,1,4,12,True
CAP000,584,0.0,854,,,CAP,0.0,1,4,12,True
CAPLS,585,9.5,,,,,0.0,1,4,12,True
CBC000,586,0.0, , , ,CBC,0.0,1,4,12,True
CBC001,587,0.77, , , ,CBC,1.0,1,4,12,True
CBD000,588,0.27, , ,DWR  A0-2945,CBD,0.0,1,4,12,True
CBD001,589,0.65, , , ,CBD,1.0,1,4,12,True
CBD005,590,5.0,326,328, ,CBD,5.0,1,4,12,True
CBD012,591,12.0,314,327, ,CBD,12.0,1,4,12,True
CBD018,592,18.0,302,326, ,CBD,18.0,1,4,12,True
CBD023,593,23.0,289,325, ,CBD,23.0,1,4,12,True
CBD028,594,28.0,275,354, ,CBD,28.0,1,4,12,True
CBD031,595,31.48,268,317, ,CBD,31.0,1,4,12,True
CBD037,596,37.32,260,321, ,CBD,37.0,1,4,12,True
CBD038,597,37.85, , ,DWR  (CDR),CBD,38.0,1,4,12,True
CBD041,598,41.0,253,320, ,CBD,41.0,1,4,12,True
CBD044,599,44.0,239,319, ,CBD,44.0,1,4,12,True
CBD049,600,49.0,220,318, ,CBD,49.0,1,4,12,True
CCC004,601,4.0, , , ,CCC,0.0,1,4,12,True
CCC007,602,0.0, , , ,CCC,0.0,1,4,12,True
CCC019,603,19.41, , , ,CCC,19.0,1,4,12,True
CCH003,604,3.0,359,395, ,CCH,3.0,1,4,12,True
CCH006,605,6.0,358,394, ,CCH,6.0,1,4,12,True
CCH012,606,12.43,348,393,11452500,CCH,12.0,1,4,12,True
CCH017,607,17.0,347,392, ,CCH,17.0,1,4,12,True
CCH023,608,23.0,336,391, ,CCH,23.0,1,4,12,True
CCH030,609,30.48,335,390,11452000,CCH,30.0,1,4,12,True
CCH032,610,32.26, , ,11452000,CCH,32.0,1,4,12,True
CCH052,611,52.0, , , ,CCH,52.0,1,4,12,True
CCH053,612,53.28, , ,11451760,CCH,53.0,1,4,12,True
CCH058,613,58.4, , , ,CCH,58.0,1,4,12,True
CCH075,614,74.97, , , ,CCH,75.0,1,4,12,True
CCH083,615,83.32, , ,11451000,CCH,83.0,1,4,12,True
CCK007,616,6.6, , , ,CCK,7.0,1,4,12,True
CCK022,617,21.65, , , ,CCK,22.0,1,4,12,True
CCK036,618,36.33, , , ,CCK,36.0,1,4,12,True
CCK038,619,38.13, , , ,CCK,38.0,1,4,12,True
CCL005,620,5.0, , , ,CCL,5.0,1,4,12,True
CCS009,621,9.456,,,11416500,CCS,9.0,1,4,12,True
CCS010,622,10.2799999999999,,,,SFY,10.0,1,4,12,True
CCT011,623,11.27, , ,11525430,CCT,11.0,1,4,12,True
CCWD,624,0.0, , , , ,0.0,1,4,12,True
CCWDI,626,0.0,,,,,0.0,1,4,12,True
CCWWTP,627,0.0, , , , ,0.0,1,4,12,True
CFS001,628,0.58,,,11292500,CFS,1.0,1,4,12,True
CGT005,629,4.93, , , ,CGT,5.0,1,4,12,True
CGT006,630,5.34, , ,11413510,CGT,6.0,1,4,12,True
CHC000,631,0.0,609,,,CHC,0.0,1,4,12,True
CHCGO,632,0.0, , , , ,0.0,1,4,12,True
CHIPPS,633,0.0, , , , ,0.0,1,4,12,True
CHW006,634,6.0,786,86,,CHW,6.0,1,4,12,True
CHW011,635,11.0,787,85,,CHW,11.0,1,4,12,True
CHW017,636,16.76,788,84,,CHW,17.0,1,4,12,True
CHW021,637,21.0,789,83,,CHW,21.0,1,4,12,True
CHW024,638,24.0,790,82,,CHW,24.0,1,4,12,True
CHW028,639,27.3,791,81,,CHW,28.0,1,4,12,True
CHW031,640,31.0,792,80,,CHW,31.0,1,4,12,True
CHW037,641,36.64,,,11259000,CHW,37.0,1,4,12,True
CHWWTP,642,0.0, , , , ,0.0,1,4,12,True
CHY000,643,0.0,,,11278300,CHY,0.0,1,4,12,True
CHY001,644,1.0,,,11278300,CHY,1.0,1,4,12,True
CHY006,645,6.0,,,11278200,CHY,6.0,1,4,12,True
CHY007,646,7.0,,,,,7.0,1,4,12,True
CHY011,647,11.0,,,11277300,CHY,11.0,1,4,12,True
CLLPT,648,0.0, , , , ,0.0,1,4,12,True
CLR009,649,9.0, , , ,CLR,9.0,1,4,12,True
CLR011,650,10.61, , ,11372000,CLR,11.0,1,4,12,True
CLR025,651,25.21, , , ,CLR,25.0,1,4,12,True
CLRLK,652,86.41, , , ,CCH,86.0,1,4,12,True
CLV004,653,4.0,559,166,,CLV,4.0,1,4,12,True
CLV006,654,5.73,,,,CLV,6.0,1,4,12,True
CLV009,655,9.0,,,11310900,CLV,9.0,1,4,12,True
CLV010,656,10.0,560,165,,CLV,10.0,1,4,12,True
CLV016,657,16.0,561,164,,CLV,16.0,1,4,12,True
