short_code,name,description,comment,entity_type_id,type_id,subtype_ids,model_list,source_list,has_gis,hydrologic_region_id,network_version_id
D_SFS030_PHP000,,,,2,,{},{1},{9},False,,12
D_SFW000_WCN002,,,,2,,{},{1},{9},False,,12
D_SFW006_BCB001,,,,2,,{},{1},{9},False,,12
D_SHSTA_WTPJMS,,,,2,,{},{1},{9},False,,12
D_SHVER_BCPH2A,,,,2,,{},{1},{9},False,,12
D_SJR006_ANTOC,,,,2,,{},{1},{9},False,2,12
D_SJR028_WTPDWS,,,,2,,{},{1},{9},False,2,12
D_SJR062_50_PA1,,,,2,,{},{1},{9},False,2,12
D_SJR081_61_NA5,,,,2,,{},{1},{9},False,2,12
D_SJR082_71_PA2,,,,2,,{},{1},{9},False,2,12
D_SJR090_71_NA2,,,,2,,{},{1},{9},False,2,12
D_SJR096_71_PA4,,,,2,,{},{1},{9},False,2,12
D_SJR102_71_NA1,,,,2,,{},{1},{9},False,2,12
D_SJR114_62_NA5,,,,2,,{},{1},{9},False,2,12
D_SJR116_72_NA1,,,,2,,{},{1},{9},False,2,12
D_SJR166_EBP032,,,,2,,{},{1},{9},False,2,12
D_SJR180_ARY010,,,,2,,{},{1},{9},False,2,12
D_SJR205_SJR201,,,,2,,{},{1},{9},False,2,12
D_SJR214_EBP001,,,,2,,{},{1},{9},False,2,12
D_SJR227_64_PA3,,,,2,,{},{1},{9},False,2,12
D_SLC003_SCT001,,,,2,,{},{1},{9},False,,12
D_SLT009_SCT000,,,,2,,{},{1},{9},False,,12
D_SLTSP_TGR000,,,,2,,{},{1},{9},False,,12
D_SLUIS_PCH000,,,,2,,{},{1},{9},False,,12
D_SLV006_CMN005,,,,2,,{},{1},{9},False,,12
D_SLV015_JBT004,,,,2,,{},{1},{9},False,,12
D_SPLDG_DRM000,,,,2,,{},{1},{9},False,,12
D_SPLDG_DRM000_NID,,,,2,,{},{1},{9},False,,12
D_SPLDG_DRM000_PGE,,,,2,,{},{1},{9},False,,12
D_SPLDG_SYC000,,,,2,,{},{1},{9},False,,12
D_SSC001_FLRNC,,,,2,,{},{1},{9},False,,12
D_SSJ004_61_PA1,,,,2,,{},{1},{9},False,,12
D_STH000_ABN027,,,,2,,{},{1},{9},False,,12
D_STH002_ABN026,,,,2,,{},{1},{9},False,,12
D_STH003_24_NA3,,,,2,,{},{1},{9},False,,12
D_STH003_LBC047,,,,2,,{},{1},{9},False,,12
D_STH003_WTPFSS,,,,2,,{},{1},{9},False,,12
D_STH005_24_NA3,,,,2,,{},{1},{9},False,,12
D_STH005_MRM001,,,,2,,{},{1},{9},False,,12
D_STH007_STHLOS,,,,2,,{},{1},{9},False,,12
D_STN004_GCC007,,,,2,,{},{1},{9},False,,12
D_STN014_TCC031,,,,2,,{},{1},{9},False,,12
D_STN021_06_PA,,,,2,,{},{1},{9},False,,12
D_STN026_06_PA,,,,2,,{},{1},{9},False,,12
D_STS004_61_NA6,,,,2,,{},{1},{9},False,2,12
D_STS030_61_NA4,,,,2,,{},{1},{9},False,2,12
D_STS059_OAK001,,,,2,,{},{1},{9},False,2,12
D_STS059_SSJ001,,,,2,,{},{1},{9},False,2,12
D_STS059_UFC000,,,,2,,{},{1},{9},False,2,12
D_SVRWD_CSTLN,,,,2,,{},{1},{9},False,,12
D_SYC000_SFY041,,,,2,,{},{1},{9},False,,12
D_SYC002_BRR074,,,,2,,{},{1},{9},False,,12
D_SYC003_SYCLOS,,,,2,,{},{1},{9},False,,12
D_TBAUD_AMADR_NU,,,,2,,{},{1},{9},False,,12
D_TBAUD_ELT010,,,,2,,{},{1},{9},False,,12
D_TCC001_CCL005,,,,2,,{},{1},{9},False,,12
D_TCC022_04_PA2,,,,2,,{},{1},{9},False,,12
D_TCC022_TCCLOS,,,,2,,{},{1},{9},False,,12
D_TCC036_07N_PA,,,,2,,{},{1},{9},False,,12
D_TCC062_GCC036,,,,2,,{},{1},{9},False,,12
D_TCC081_07S_PA,,,,2,,{},{1},{9},False,,12
D_TCC085_GCC056,,,,2,,{},{1},{9},False,,12
D_TCC111_07S_PA,,,,2,,{},{1},{9},False,,12
D_TCN000_TUDDS,,,,2,,{},{1},{9},False,,12
D_TFR000_BSC005,,,,2,,{},{1},{9},False,,12
D_TFR000_BSC005_NID,,,,2,,{},{1},{9},False,,12
D_TFR000_BSC005_PGE,,,,2,,{},{1},{9},False,,12
D_TGC003_AMADR_NU,,,,2,,{},{1},{9},False,,12
D_TGC003_TGR021,,,,2,,{},{1},{9},False,,12
D_TGR000_NFM029,,,,2,,{},{1},{9},False,,12
D_THM012_04_NA,,,,2,,{},{1},{9},False,,12
D_THRMA_JBC000,,,,2,,{},{1},{9},False,,12
D_THRMA_RVC000,,,,2,,{},{1},{9},False,,12
D_THRMA_WEC000,,,,2,,{},{1},{9},False,,12
D_THRMF_11_NU1,,,,2,,{},{1},{9},False,,12
D_THRMF_12_NU1,,,,2,,{},{1},{9},False,,12
D_TRLCK_62_NA3,,,,2,,{},{1},{9},False,,12
D_TSC001_FLRNC,,,,2,,{},{1},{9},False,,12
D_TUO015_61_NA3,,,,2,,{},{1},{9},False,2,12
D_TUO015_62_NA4,,,,2,,{},{1},{9},False,2,12
D_TUO047_61_NA3,,,,2,,{},{1},{9},False,2,12
D_TUO047_62_NA4,,,,2,,{},{1},{9},False,2,12
D_TUO054_MDS003,,,,2,,{},{1},{9},False,2,12
D_TUO054_TUR001,,,,2,,{},{1},{9},False,2,12
D_TUO105_MNT000,,,,2,,{},{1},{9},False,2,12
D_UNVLY_SLV017,,,,2,,{},{1},{9},False,,12
D_UTC000_CACWD,,,,2,,{},{1},{9},False,1,12
D_UTC000_MIL003,,,,2,,{},{1},{9},False,,12
D_UTC014_UTICA,,,,2,,{},{1},{9},False,,12
D_VCT002_ORP000,,,,2,,{},{1},{9},False,,12
D_VJB000_WTPBNC,,,,2,,{},{1},{9},False,,12
D_VJB000_WTPFMH,,,,2,,{},{1},{9},False,,12
D_VLW008_72_PR1,,,,2,,{},{1},{9},False,,12
D_VLW008_72_PR5,,,,2,,{},{1},{9},False,,12
D_WBF015_MIO010,,,,2,,{},{1},{9},False,,12
D_WBF030_HKC002,,,,2,,{},{1},{9},False,,12
D_WDWRD_61_PA3,,,,2,,{},{1},{9},False,,12
D_WDWRD_WTPDGT,,,,2,,{},{1},{9},False,,12
D_WEC005_11_PR,,,,2,,{},{1},{9},False,,12
D_WEC005_11_SA1,,,,2,,{},{1},{9},False,,12
D_WEC005_BTC032,,,,2,,{},{1},{9},False,,12
D_WKYTN_02_PU,,,,2,,{},{1},{9},False,,12
D_WKYTN_SPT003,,,,2,,{},{1},{9},False,,12
D_WKYTN_WTPBUK,,,,2,,{},{1},{9},False,,12
D_WKYTN_WTPCSD,,,,2,,{},{1},{9},False,,12
D_WLF013_NIDDC_NA3,,,,2,,{},{1},{9},False,,12
D_WPT005_OWC000,,,,2,,{},{1},{9},False,,12
D_WRM004_EDSON,,,,2,,{},{1},{9},False,,12
D_WRT000_EDCOCA_NA1,,,,2,,{},{1},{9},False,,12
D_WRT000_EDCOCA_NA3,,,,2,,{},{1},{9},False,,12
D_WRT000_EDCOCA_NU1,,,,2,,{},{1},{9},False,,12
D_WRT000_EDCOCA_NU3,,,,2,,{},{1},{9},False,,12
D_WRT000_ELDID_NU2,,,,2,,{},{1},{9},False,,12
D_WSB006_WSBLOS,,,,2,,{},{1},{9},False,,12
D_WSB026_WSBLOS,,,,2,,{},{1},{9},False,,12
D_WSB027_WSBLOS,,,,2,,{},{1},{9},False,,12
D_WSB031_MWDSC,,,,2,,{},{1},{9},False,,12
D_WSB032_CLRTA2,,,,2,,{},{1},{9},False,1,12
D_WSE003_LBC040,,,,2,,{},{1},{9},False,,12
D_WSE004_24_NA1,,,,2,,{},{1},{9},False,,12
D_WSE004_24_NU3,,,,2,,{},{1},{9},False,,12
D_WSE006_24_NA3,,,,2,,{},{1},{9},False,,12
D_WTPAMC_AMCYN,,,,2,,{},{1},{9},False,,12
D_WTPAUB_24_NU1,,,,2,,{},{1},{9},False,,12
D_WTPBJM_26N_NU2,,,,2,,{},{1},{9},False,,12
D_WTPBJM_26S_PU2,,,,2,,{},{1},{9},False,,12
D_WTPBLV_03_PU2,,,,2,,{},{1},{9},False,,12
D_WTPBNC_BNCIA,,,,2,,{},{1},{9},False,,12
D_WTPBTB_21_PU,,,,2,,{},{1},{9},False,,12
D_WTPBUK_03_SU,,,,2,,{},{1},{9},False,,12
D_WTPBWM_24_NU1,,,,2,,{},{1},{9},False,,12
D_WTPCMT_SUISN,,,,2,,{},{1},{9},False,,12
D_WTPCOL_26S_PU2,,,,2,,{},{1},{9},False,,12
D_WTPCSD_02_PA,,,,2,,{},{1},{9},False,,12
D_WTPCSD_02_PU,,,,2,,{},{1},{9},False,,12
D_WTPCYC_16_PU,,,,2,,{},{1},{9},False,,12
D_WTPDEF_25_PU,,,,2,,{},{1},{9},False,,12
D_WTPDGT_50_PU,,,,2,,{},{1},{9},False,,12
D_WTPDGT_61_NU2,,,,2,,{},{1},{9},False,,12
D_WTPDWP_20_NU1,,,,2,,{},{1},{9},False,,12
D_WTPDWS_60S_NU1,,,,2,,{},{1},{9},False,,12
D_WTPEDH_ELDID_NU3,,,,2,,{},{1},{9},False,,12
D_WTPFBN_26N_NU1,,,,2,,{},{1},{9},False,,12
D_WTPFBN_26N_NU3,,,,2,,{},{1},{9},False,,12
D_WTPFBN_26N_NU4,,,,2,,{},{1},{9},False,,12
D_WTPFBN_26S_NU1,,,,2,,{},{1},{9},False,,12
D_WTPFBN_26S_NU2,,,,2,,{},{1},{9},False,,12
D_WTPFBN_26S_NU3,,,,2,,{},{1},{9},False,,12
D_WTPFMH_VLLJO,,,,2,,{},{1},{9},False,,12
D_WTPFOL_26S_PU1,,,,2,,{},{1},{9},False,,12
D_WTPFSS_24_NU2,,,,2,,{},{1},{9},False,,12
D_WTPFTH_02_SU,,,,2,,{},{1},{9},False,,12
D_WTPFTH_03_SU,,,,2,,{},{1},{9},False,,12
D_WTPJAC_AMCYN,,,,2,,{},{1},{9},False,,12
D_WTPJAC_NAPA,,,,2,,{},{1},{9},False,,12
D_WTPJJO_50_PU,,,,2,,{},{1},{9},False,,12
D_WTPJMS_03_PU1,,,,2,,{},{1},{9},False,,12
D_WTPJYL_JLIND,,,,2,,{},{1},{9},False,,12
D_WTPMNR_13_NU1,,,,2,,{},{1},{9},False,,12
D_WTPMOD_61_NU1,,,,2,,{},{1},{9},False,,12
D_WTPNBR_25_PU,,,,2,,{},{1},{9},False,,12
D_WTPNBR_FRFLD,,,,2,,{},{1},{9},False,,12
D_WTPRS1_ELDID_NU1,,,,2,,{},{1},{9},False,,12
D_WTPRS1_ELDID_NU2,,,,2,,{},{1},{9},False,,12
D_WTPRS1_ELDID_NU3,,,,2,,{},{1},{9},False,,12
D_WTPRSA_ELDID_NU1,,,,2,,{},{1},{9},False,,12
D_WTPRSA_ELDID_NU2,,,,2,,{},{1},{9},False,,12
D_WTPRSA_ELDID_NU3,,,,2,,{},{1},{9},False,,12
D_WTPRSV_26N_PU1,,,,2,,{},{1},{9},False,,12
D_WTPSAC_26N_NU3,,,,2,,{},{1},{9},False,1,12
D_WTPSAC_26S_NU1,,,,2,,{},{1},{9},False,1,12
D_WTPSAC_26S_PU4,,,,2,,{},{1},{9},False,1,12
D_WTPSJP_26N_NU1,,,,2,,{},{1},{9},False,,12
D_WTPSJP_26N_PU2,,,,2,,{},{1},{9},False,,12
D_WTPSJP_26N_PU3,,,,2,,{},{1},{9},False,,12
D_WTPTAB_TVAFB,,,,2,,{},{1},{9},False,,12
D_WTPVNY_26S_PU1,,,,2,,{},{1},{9},False,,12
D_WTPVNY_26S_PU4,,,,2,,{},{1},{9},False,,12
D_WTPVNY_26S_PU5,,,,2,,{},{1},{9},False,,12
D_WTPVNY_26S_PU6,,,,2,,{},{1},{9},False,,12
D_WTPWAL_GDPUD_NU,,,,2,,{},{1},{9},False,,12
D_WTPWDH_60S_NU1,,,,2,,{},{1},{9},False,,12
D_WTPWMN_FRFLD,,,,2,,{},{1},{9},False,,12
D_XCC010_72_XA2,,,,2,,{},{1},{9},False,,12
D_XCC025_72_PA,,,,2,,{},{1},{9},False,,12
D_XCC025_72_PR6,,,,2,,{},{1},{9},False,,12
D_XCC033_72_PR2,,,,2,,{},{1},{9},False,,12
D_XCC033_72_PR4,,,,2,,{},{1},{9},False,,12
D_XCC054_72_PR5,,,,2,,{},{1},{9},False,,12
D_XCC054_72_XA3,,,,2,,{},{1},{9},False,,12
D_YBP023_21_SA,,,,2,,{},{1},{9},False,,12
D_YUB003_15N_NU,,,,2,,{},{1},{9},False,,12
D_YUB011_15N_NA2,,,,2,,{},{1},{9},False,,12
D_YUB011_15S_NA2,,,,2,,{},{1},{9},False,,12
D_YUB013_14_NA,,,,2,,{},{1},{9},False,,12
Davis-Woodland Water Supply Project,,,,2,,{},{1},{9},False,,12
De Sabla Powerhouse,,,,2,,{},{1},{9},False,,12
Deadman and Ditchman's Creeks,,,,2,,{},{1},{9},False,,12
Deer Creek,,Dam,,2,,{},{1},{9},False,,12
Deer Creek (DRC),,,,2,,{},{1},{9},False,,12
Del Puerto Creek,,,,2,,{},{1},{9},False,,12
Del Valle,,,,2,,{},{1},{9},False,,12
Del Valle Pumping Plant,,,,2,,{},{1},{9},False,,12
Delta Accretion,,,,2,,{},{1},{9},False,,12
Delta Cross Channel,,,,2,,{},{1},{9},False,,12
Delta Depletion,,,,2,,{},{1},{9},False,,12
Delta Net,,Depletion,,2,,{},{1},{9},False,,12
Desert WA,,(Reach 26A),,2,,{},{1},{9},False,,12
Devil Canyon Power Plant,,,,2,,{},{1},{9},False,,12
Devils Den PP,,,,2,,{},{1},{9},False,,12
Devils Den R-31A,,,,2,,{},{1},{9},False,,12
Devils Den WD,,(SCV),,2,,{},{1},{9},False,,12
Dos Amigos Pumping Plant,,End of Repayment Reach 3,,2,,{},{1},{9},False,,12
Drum Afterbay,,,,2,,{},{1},{9},False,,12
Drum Canal Wasteway,,,,2,,{},{1},{9},False,,12
Drum Forebay,,,,2,,{},{1},{9},False,,12
Dry Creek,,,,2,,{},{1},{9},False,,12
Dry and Berenda Creeks,,,,2,,{},{1},{9},False,,12
Dudley Ridge WD,,,,2,,{},{1},{9},False,,12
Dudley-R R-8D,,,,2,,{},{1},{9},False,,12
Duncan Creek,,,,2,,{},{1},{9},False,,12
Durham Mutual Dam  (Diversion #56),,,,2,,{},{1},{9},False,,12
Dutch Flat Afterbay,,,,2,,{},{1},{9},False,,12
Dutch Ravine Canal,,,,2,,{},{1},{9},False,,12
E10,,,,2,,{},{1},{9},False,,12
E11,,,,2,,{},{1},{9},False,,12
E12,,,,2,,{},{1},{9},False,,12
E18,,,,2,,{},{1},{9},False,,12
E20,,,,2,,{},{1},{9},False,,12
E52,,,,2,,{},{1},{9},False,,12
E53,,,,2,,{},{1},{9},False,,12
E6,,,,2,,{},{1},{9},False,,12
E76,,,,2,,{},{1},{9},False,,12
E78,,,,2,,{},{1},{9},False,,12
E79,,,,2,,{},{1},{9},False,,12
E81,,,,2,,{},{1},{9},False,,12
E92,,,,2,,{},{1},{9},False,,12
EAWWTP,,,,2,20,{25},{1},{9},False,,12
EBF001,,,,2,18,{24},{1},{9},False,,12
EBF018,,,,2,18,{24},{1},{9},False,,12
EBLOS,,,,2,,{},{1},{9},False,,12
EBMUD,,,,2,,{},{1},{9},False,,12
EBMUD Terminal Reservoirs,,,,2,,{},{1},{9},False,,12
EBP001,,,,2,18,{24},{1},{9},False,,12
EBP005,,,,2,18,{24},{1},{9},False,,12
EBP016,,,,2,18,{24},{1},{9},False,,12
EBP019,,,,2,18,{24},{1},{9},False,,12
EBP022,,,,2,18,{24},{1},{9},False,,12
EBP030,,,,2,18,{24},{1},{9},False,,12
EBP032,,,,2,18,{24},{1},{9},False,,12
EBP033,,,,2,18,{24},{1},{9},False,,12
EBP041,,,,2,18,{24},{1},{9},False,,12
EBP042,,,,2,18,{24},{1},{9},False,,12
EBP043,,,,2,18,{24},{1},{9},False,,12
EBP048,,,,2,18,{24},{1},{9},False,,12
EBP050,,,,2,18,{24},{1},{9},False,,12
EBTML,,,,2,,{},{1},{9},False,,12
ECHOL,,,,2,,{},{1},{9},False,,12
ECT001,,,,2,18,{24},{1},{9},False,,12
EDC000,,,,2,18,{24},{1},{9},False,,12
EDC004,,,,2,18,{24},{1},{9},False,,12
EDC007,,,,2,18,{24},{1},{9},False,,12
EDC014,,,,2,18,{24},{1},{9},False,,12
EDC021,,,,2,18,{24},{1},{9},False,,12
EDCOCA_NA1,,,,2,,{},{1},{9},False,,12
EDCOCA_NA2,,,,2,,{},{1},{9},False,,12
EDCOCA_NA3,,,,2,,{},{1},{9},False,,12
EDCOCA_NU1,,,,2,,{},{1},{9},False,,12
EDCOCA_NU2,,,,2,,{},{1},{9},False,,12
EDCOCA_NU3,,,,2,,{},{1},{9},False,,12
EDP003,,,,2,18,{24},{1},{9},False,,12
EDSON,,,,2,,{},{1},{9},False,,12
EDWWTP,,,,2,20,{25},{1},{9},False,,12
ELC001,,,,2,18,{24},{1},{9},False,,12
ELD005,,,,2,18,{24},{1},{9},False,,12
ELD012,,,,2,18,{24},{1},{9},False,,12
ELD017,,,,2,18,{24},{1},{9},False,,12
ELD022,,,,2,18,{24},{1},{9},False,,12
ELD027,,,,2,18,{24},{1},{9},False,,12
ELDID_NA1,,,,2,,{},{1},{9},False,,12
ELDID_NA2,,,,2,,{},{1},{9},False,,12
ELDID_NA3,,,,2,,{},{1},{9},False,,12
ELDID_NU1,,,,2,,{},{1},{9},False,,12
ELDID_NU2,,,,2,,{},{1},{9},False,,12
ELDID_NU3,,,,2,,{},{1},{9},False,,12
ELENR,,,,2,,{},{1},{9},False,,12
ELN003,,,,2,18,{24},{1},{9},False,,12
ELT000,,,,2,18,{24},{1},{9},False,,12
ELT010,,,,2,18,{24},{1},{9},False,,12
ELY001,,,,2,18,{24},{1},{9},False,,12
EMD001,,,,2,18,{24},{1},{9},False,,12
EMD007,,,,2,18,{24},{1},{9},False,,12
ENGLB,,,,2,,{},{1},{9},False,,12
EPARK,,,,2,,{},{1},{9},False,,12
EPS002,,,,2,18,{24},{1},{9},False,,12
ESB306,,,,2,18,{24},{1},{9},False,,12
ESB324,,,,2,18,{24},{1},{9},False,,12
ESB347,,,,2,18,{24},{1},{9},False,,12
ESB355,,,,2,18,{24},{1},{9},False,,12
ESB361,,,,2,18,{24},{1},{9},False,,12
ESB403,,,,2,18,{24},{1},{9},False,,12
ESB406,,,,2,18,{24},{1},{9},False,,12
ESB407,,,,2,18,{24},{1},{9},False,,12
ESB408,,,,2,18,{24},{1},{9},False,,12
ESB413,,,,2,18,{24},{1},{9},False,,12
ESB414,,,,2,18,{24},{1},{9},False,,12
ESB415,,,,2,18,{24},{1},{9},False,,12
ESB420,,,,2,18,{24},{1},{9},False,,12
ESB425,,,,2,18,{24},{1},{9},False,,12
ESB433,,,,2,18,{24},{1},{9},False,,12
ESC004,,,,2,18,{24},{1},{9},False,,12
ESC005,,,,2,18,{24},{1},{9},False,,12
ESC020,,,,2,18,{24},{1},{9},False,,12
ESL008,,,,2,18,{24},{1},{9},False,,12
ESTMN,,,,2,,{},{1},{9},False,,12
E_ALMNR,,,,2,,{},{1},{9},False,,12
E_ALOHA,,,,2,,{},{1},{9},False,,12
E_ALPNE,,,,2,,{},{1},{9},False,,12
E_AMADR,,,,2,,{},{1},{9},False,,12
E_ANTLP,,,,2,,{},{1},{9},False,,12
E_BANOS,,,,2,,{},{1},{9},False,,12
E_BASSL,,,,2,,{},{1},{9},False,,12
E_BEARD,,,,2,,{},{1},{9},False,,12
E_BGCRK,,,,2,,{},{1},{9},False,,12
E_BLKBT,,,,2,,{},{1},{9},False,,12
E_BLUMD,,,,2,,{},{1},{9},False,,12
E_BOWMN,,,,2,,{},{1},{9},False,,12
E_BRYSA,,,,2,,{},{1},{9},False,,12
E_BTVLY,,,,2,,{},{1},{9},False,,12
E_BUCKS,,,,2,,{},{1},{9},False,,12
E_CAPLS,,,,2,,{},{1},{9},False,,12
E_CLRLK,,,,2,,{},{1},{9},False,1,12
E_CMBIE,,,,2,,{},{1},{9},False,,12
E_CMCHE,,,,2,,{},{1},{9},False,,12
E_CMPFW,,,,2,,{},{1},{9},False,,12
E_DAVIS,,,,2,,{},{1},{9},False,,12
E_DELVE,,,,2,,{},{1},{9},False,,12
E_DONLL,,,,2,,{},{1},{9},False,,12
E_ECHOL,,,,2,,{},{1},{9},False,,12
E_EDSON,,,,2,,{},{1},{9},False,,12
E_ELANR,,,,2,,{},{1},{9},False,,12
E_ENGLB,,,,2,,{},{1},{9},False,,12
E_EPARK,,,,2,,{},{1},{9},False,,12
E_ESTMN,,,,2,,{},{1},{9},False,,12
E_FLRNC,,,,2,,{},{1},{9},False,,12
E_FOLSM,,,,2,,{},{1},{9},False,,12
E_FRDYC,,,,2,,{},{1},{9},False,,12
E_FRMAN,,,,2,,{},{1},{9},False,,12
E_FRMDW,,,,2,,{},{1},{9},False,,12
E_GERLE,,,,2,,{},{1},{9},False,,12
E_HHOLE,,,,2,,{},{1},{9},False,,12
E_HNGTN,,,,2,,{},{1},{9},False,,12
E_HNSLY,,,,2,,{},{1},{9},False,,12
E_HTCHY,,,,2,,{},{1},{9},False,,12
E_ICEHS,,,,2,,{},{1},{9},False,,12
E_INDVL,,,,2,,{},{1},{9},False,,12
E_JKSMD,,,,2,,{},{1},{9},False,,12
E_JNKSN,,,,2,,{},{1},{9},False,,12
E_KRCKH,,,,2,,{},{1},{9},False,,12
E_KSWCK,,,,2,,{},{1},{9},False,,12
E_LBEAR,,,,2,,{},{1},{9},False,,12
E_LGRSV,,,,2,,{},{1},{9},False,,12
E_LKVLY,,,,2,,{},{1},{9},False,,12
E_LLOYD,,,,2,,{},{1},{9},False,,12
E_LOONL,,,,2,,{},{1},{9},False,,12
E_LOSVQ,,,,2,,{},{1},{9},False,,12
E_LWSTN,,,,2,,{},{1},{9},False,,12
E_LYONS,,,,2,,{},{1},{9},False,,12
E_MAMTH,,,,2,,{},{1},{9},False,,12
E_MCLRE,,,,2,,{},{1},{9},False,1,12
E_MDSTO,,,,2,,{},{1},{9},False,,12
E_MELON,,,,2,,{},{1},{9},False,,12
E_MERLC,,,,2,,{},{1},{9},False,2,12
E_MLRTN,,,,2,,{},{1},{9},False,,12
E_MTMDW,,,,2,,{},{1},{9},False,,12
E_NBLDB,,,,2,,{},{1},{9},False,,12
E_NHGAN,,,,2,,{},{1},{9},False,,12
E_NTOMA,,,,2,,{},{1},{9},False,,12
E_OROVL,,,,2,,{},{1},{9},False,,12
E_PARDE,,,,2,,{},{1},{9},False,,12
E_PCRST,,,,2,,{},{1},{9},False,,12
E_PEDRO,,,,2,,{},{1},{9},False,,12
E_RDNGR,,,,2,,{},{1},{9},False,,12
E_RLIEF,,,,2,,{},{1},{9},False,,12
E_RLLNS,,,,2,,{},{1},{9},False,,12
E_SCOTF,,,,2,,{},{1},{9},False,,12
E_SGRGE,,,,2,,{},{1},{9},False,,12
E_SHSTA,,,,2,,{},{1},{9},False,,12
E_SHVER,,,,2,,{},{1},{9},False,,12
E_SILVR,,,,2,,{},{1},{9},False,,12
E_SLTSP,,,,2,,{},{1},{9},False,,12
E_SLUIS_CVP,,,,2,,{},{1},{9},False,,12
E_SLUIS_SWP,,,,2,,{},{1},{9},False,,12
E_SLYCK,,,,2,,{},{1},{9},False,,12
E_SPICE,,,,2,,{},{1},{9},False,,12
E_SPLDG,,,,2,,{},{1},{9},False,,12
E_STMPY,,,,2,,{},{1},{9},False,,12
E_THRMA,,,,2,,{},{1},{9},False,,12
E_THRMF,,,,2,,{},{1},{9},False,,12
E_TRLCK,,,,2,,{},{1},{9},False,,12
E_TRNTY,,,,2,,{},{1},{9},False,,12
E_TULOC,,,,2,,{},{1},{9},False,4,12
E_UBEAR,,,,2,,{},{1},{9},False,,12
E_UNVLY,,,,2,,{},{1},{9},False,,12
E_WDWRD,,,,2,,{},{1},{9},False,,12
E_WKYTN,,,,2,,{},{1},{9},False,,12
Early Intake Diversion Dam,,,,2,,{},{1},{9},False,,12
Echo Lake Inflow,,,,2,,{},{1},{9},False,,12
Edgar Slough,,,,2,,{},{1},{9},False,5,12
El Nido Canal,,,,2,,{},{1},{9},False,,12
Elder Creek,,,,2,,{},{1},{9},False,,12
Electra Diversion Dam,,,,2,,{},{1},{9},False,,12
Electra Powerhouse,,,,2,,{},{1},{9},False,,12
Electra Tunnel,,,,2,,{},{1},{9},False,,12
Ely Creek,,,,2,,{},{1},{9},False,,12
Empire R-8C,,,,2,,{},{1},{9},False,,12
Empire West Side ID,,,,2,,{},{1},{9},False,,12
FBW001,,,,2,18,{24},{1},{9},False,,12
FCS006,,,,2,18,{24},{1},{9},False,,12
FCS007,,,,2,18,{24},{1},{9},False,,12
FDC006,,,,2,18,{24},{1},{9},False,,12
FDC011,,,,2,18,{24},{1},{9},False,,12
FHT015,,,,2,18,{24},{1},{9},False,,12
FLRNC,,,,2,,{},{1},{9},False,,12
FMT002,,,,2,18,{24},{1},{9},False,,12
FOLSM,,,,2,17,{21},{1},{9},False,,12
FPT000,,,,2,18,{24},{1},{9},False,,12
FPT013,,,,2,18,{24},{1},{9},False,,12
FRDYC,,,,2,,{},{1},{9},False,,12
FRMAN,,,,2,,{},{1},{9},False,,12
FRMDW,,,,2,,{},{1},{9},False,,12
FRNCH,,,,2,,{},{1},{9},False,,12
FRS016,,,,2,18,{24},{1},{9},False,,12
FRS020,,,,2,18,{24},{1},{9},False,,12
FRS022,,,,2,18,{24},{1},{9},False,,12
FRS025,,,,2,18,{24},{1},{9},False,,12
FRS032,,,,2,18,{24},{1},{9},False,,12
FRS036,,,,2,18,{24},{1},{9},False,,12
FRS039,,,,2,18,{24},{1},{9},False,,12
FRS045,,,,2,18,{24},{1},{9},False,,12
FRS046,,,,2,18,{24},{1},{9},False,,12
FRS048,,,,2,18,{24},{1},{9},False,,12
FSC003,,,,2,18,{24},{1},{9},False,,12
FSC013,,,,2,18,{24},{1},{9},False,,12
FSC015,,,,2,18,{24},{1},{9},False,,12
FSC025,,,,2,18,{24},{1},{9},False,,12
FSC027,,,,2,18,{24},{1},{9},False,,12
FSL005,,,,2,18,{24},{1},{9},False,,12
FSL012,,,,2,18,{24},{1},{9},False,,12
FTR003,,,,2,18,{24},{1},{9},False,,12
FTR008,,,,2,18,{24},{1},{9},False,,12
FTR012,,,,2,18,{24},{1},{9},False,,12
FTR014,,,,2,18,{24},{1},{9},False,,12
FTR016,,,,2,18,{24},{1},{9},False,,12
FTR018,,,,2,18,{24},{1},{9},False,,12
FTR021,,,,2,18,{24},{1},{9},False,,12
FTR025,,,,2,18,{24},{1},{9},False,,12
FTR028,,,,2,18,{24},{1},{9},False,,12
FTR029,,,,2,18,{24},{1},{9},False,,12
FTR030,,,,2,18,{24},{1},{9},False,,12
FTR031,,,,2,18,{24},{1},{9},False,,12
FTR036,,,,2,18,{24},{1},{9},False,,12
FTR039,,,,2,18,{24},{1},{9},False,,12
FTR045,,,,2,18,{24},{1},{9},False,,12
FTR048,,,,2,18,{24},{1},{9},False,,12
FTR051,,,,2,18,{24},{1},{9},False,,12
FTR053,,,,2,18,{24},{1},{9},False,,12
FTR059,,,,2,18,{24},{1},{9},False,,12
FTR063,,,,2,18,{24},{1},{9},False,,12
FTR067,,,,2,18,{24},{1},{9},False,,12
FTR068,,,,2,18,{24},{1},{9},False,,12
FTR072,,,,2,18,{24},{1},{9},False,,12
FTR074,,,,2,18,{24},{1},{9},False,,12
Fairfield Canal,,,,2,,{},{1},{9},False,,12
Farmington Reservoir,,,,2,,{},{1},{9},False,,12
