id,calsim_id,name,description,reservoir_entity_id,variable_type,is_aggregate,aggregated_variable_ids,trigger_threshold,unit_id,temporal_scale_id,variable_version_id,variable_id,source_ids,created_by,updated_by
296,C_ICEHS_NCF,Ice House Normal Release,Normal controlled release from Ice House (≤ release capacity),34,release_normal,false,,,2,3,1,9507ca23-078b-4480-b545-d5989f669858,"{1,3,4}",1,
297,C_ICEHS_FLOOD,Ice House Flood Spill,Flood spill from Ice House (above release capacity),34,release_flood,false,,,2,3,1,ff1359d5-538a-4ba8-9160-32d91ff33d97,"{1,3,4}",1,
298,C_INDVL,Indian Valley Total Release,Total release from Indian Valley,35,release_total,false,,,2,3,1,02ba899e-8a1d-45f9-a884-9369d343fcbb,"{1,3,4}",1,
299,C_INDVL_NCF,Indian Valley Normal Release,Normal controlled release from Indian Valley (≤ release capacity),35,release_normal,false,,,2,3,1,943d4e27-75bd-4360-a48b-e90dd49d81e1,"{1,3,4}",1,
300,C_INDVL_FLOOD,Indian Valley Flood Spill,Flood spill from Indian Valley (above release capacity),35,release_flood,false,,,2,3,1,599afa9c-5c6d-448c-999e-cb0e980b332a,"{1,3,4}",1,
301,C_JKSMD,Jackson Meadows Total Release,Total release from Jackson Meadows,36,release_total,false,,,2,3,1,0b8a873a-f12a-4c66-b9ff-05a3a26a04bf,"{1,3,4}",1,
302,C_JKSMD_NCF,Jackson Meadows Normal Release,Normal controlled release from Jackson Meadows (≤ release capacity),36,release_normal,false,,,2,3,1,fdfe39d6-811f-47c1-8de2-e19103efb591,"{1,3,4}",1,
303,C_JKSMD_FLOOD,Jackson Meadows Flood Spill,Flood spill from Jackson Meadows (above release capacity),36,release_flood,false,,,2,3,1,3cbdfc01-0051-4400-aee7-a96413f81bf3,"{1,3,4}",1,
304,C_JNKSN,Jenkinson Total Release,Total release from Jenkinson,37,release_total,false,,,2,3,1,69cb56cb-250b-415d-8eff-61110f065616,"{1,3,4}",1,
305,C_JNKSN_NCF,Jenkinson Normal Release,Normal controlled release from Jenkinson (≤ release capacity),37,release_normal,false,,,2,3,1,deb805f7-db00-411c-b9c1-6b84df050b04,"{1,3,4}",1,
306,C_JNKSN_FLOOD,Jenkinson Flood Spill,Flood spill from Jenkinson (above release capacity),37,release_flood,false,,,2,3,1,19c5ce9f-bb8a-478f-9396-dba6dd790442,"{1,3,4}",1,
307,C_KSWCK,Keswick Total Release,Total release from Keswick,38,release_total,false,,,2,3,1,9e8b5faf-f4e0-4efa-aab7-dba236efcdcb,"{1,3,4}",1,
308,C_KSWCK_NCF,Keswick Normal Release,Normal controlled release from Keswick (≤ release capacity),38,release_normal,false,,,2,3,1,821ed38f-1ea9-4b89-862a-b7b3d9d7f830,"{1,3,4}",1,
309,C_KSWCK_FLOOD,Keswick Flood Spill,Flood spill from Keswick (above release capacity),38,release_flood,false,,,2,3,1,4045f29c-4741-4e5e-9f2e-cc76a048aff5,"{1,3,4}",1,
310,C_LBEAR,Lower Bear Total Release,Total release from Lower Bear,39,release_total,false,,,2,3,1,0485e59c-c723-414f-807b-ea2da646a784,"{1,3,4}",1,
311,C_LBEAR_NCF,Lower Bear Normal Release,Normal controlled release from Lower Bear (≤ release capacity),39,release_normal,false,,,2,3,1,afed0591-7a42-428e-96b7-d4559b87a59b,"{1,3,4}",1,
312,C_LBEAR_FLOOD,Lower Bear Flood Spill,Flood spill from Lower Bear (above release capacity),39,release_flood,false,,,2,3,1,f9c1383a-067d-4b3c-a02f-cbb2b9f117e4,"{1,3,4}",1,
313,C_LCBRF,Lindsey Culbertson Blue Rucker Feeley Total Release,Total release from Lindsey Culbertson Blue Rucker Feeley,40,release_total,false,,,2,3,1,6e19953d-7a11-4816-b506-70c6171dbdc2,"{1,3,4}",1,
314,C_LCBRF_NCF,Lindsey Culbertson Blue Rucker Feeley Normal Release,Normal controlled release from Lindsey Culbertson Blue Rucker Feeley (≤ release capacity),40,release_normal,false,,,2,3,1,0c1cdea7-b793-41d5-bed6-3e2ebf2ccae7,"{1,3,4}",1,
315,C_LCBRF_FLOOD,Lindsey Culbertson Blue Rucker Feeley Flood Spill,Flood spill from Lindsey Culbertson Blue Rucker Feeley (above release capacity),40,release_flood,false,,,2,3,1,299b86b5-8efe-4eef-96cc-c023d4d2b194,"{1,3,4}",1,
316,C_LGRSV,Little Grass Valley Total Release,Total release from Little Grass Valley,41,release_total,false,,,2,3,1,56ac56f5-c442-4191-b93f-baf320e70170,"{1,3,4}",1,
317,C_LGRSV_NCF,Little Grass Valley Normal Release,Normal controlled release from Little Grass Valley (≤ release capacity),41,release_normal,false,,,2,3,1,012cd6cf-ca95-42ef-ae51-22cfd7a21099,"{1,3,4}",1,
318,C_LGRSV_FLOOD,Little Grass Valley Flood Spill,Flood spill from Little Grass Valley (above release capacity),41,release_flood,false,,,2,3,1,7bf927d2-6f95-412b-8810-34248f470bc2,"{1,3,4}",1,
319,C_LKVLY,Lake Valley Total Release,Total release from Lake Valley,42,release_total,false,,,2,3,1,862fbbd9-0229-43a7-a3f5-8ee18c6d294e,"{1,3,4}",1,
320,C_LKVLY_NCF,Lake Valley Normal Release,Normal controlled release from Lake Valley (≤ release capacity),42,release_normal,false,,,2,3,1,0127a57e-f39b-4ff2-8107-9928d1ea3818,"{1,3,4}",1,
321,C_LKVLY_FLOOD,Lake Valley Flood Spill,Flood spill from Lake Valley (above release capacity),42,release_flood,false,,,2,3,1,2b5a231a-c092-44a5-93ac-0abbb68c72ce,"{1,3,4}",1,
322,C_LOONL,Loon Total Release,Total release from Loon,43,release_total,false,,,2,3,1,080d9de9-f3bf-47dc-bb13-43b0e0ead731,"{1,3,4}",1,
323,C_LOONL_NCF,Loon Normal Release,Normal controlled release from Loon (≤ release capacity),43,release_normal,false,,,2,3,1,1ac15ad8-1f58-44ce-a397-6b80595bfc17,"{1,3,4}",1,
324,C_LOONL_FLOOD,Loon Flood Spill,Flood spill from Loon (above release capacity),43,release_flood,false,,,2,3,1,cf4f84e8-9a41-4f72-acb8-eb278c27cadd,"{1,3,4}",1,
325,C_LOSVQ,Los Vaqueros Total Release,Total release from Los Vaqueros,44,release_total,false,,,2,3,1,accd6c29-f72e-4428-bfca-42e2be036712,"{1,3,4}",1,
326,C_LOSVQ_NCF,Los Vaqueros Normal Release,Normal controlled release from Los Vaqueros (≤ release capacity),44,release_normal,false,,,2,3,1,cb878ba9-b3f8-4c4c-a428-ec6e9bca27bf,"{1,3,4}",1,
327,C_LOSVQ_FLOOD,Los Vaqueros Flood Spill,Flood spill from Los Vaqueros (above release capacity),44,release_flood,false,,,2,3,1,0e804b40-aed0-425d-a8bf-780e53f26920,"{1,3,4}",1,
328,C_LWSTN,Lewiston Total Release,Total release from Lewiston,45,release_total,false,,,2,3,1,9a4986e7-94c2-4b9c-938b-b69bfd658564,"{1,3,4}",1,
329,C_LWSTN_NCF,Lewiston Normal Release,Normal controlled release from Lewiston (≤ release capacity),45,release_normal,false,,,2,3,1,7d486599-14f4-4f3d-b6f7-2bcba3e4f995,"{1,3,4}",1,
330,C_LWSTN_FLOOD,Lewiston Flood Spill,Flood spill from Lewiston (above release capacity),45,release_flood,false,,,2,3,1,27459341-c80b-4608-a02c-c4e961097d1f,"{1,3,4}",1,
331,C_LYONS,Lyons Total Release,Total release from Lyons,46,release_total,false,,,2,3,1,3d95e67d-8de8-4df3-911c-4822ac470156,"{1,3,4}",1,
